state,zipcode,a00100,a18300,a06500
IA,51354,8319,260,1166
IA,51354,0,0,0
IA,51355,1997,90,55
IA,51355,4818,205,308
IA,51355,5010,312,437
IA,51355,5718,303,523
IA,51355,11401,878,1370
IA,51355,32269,2462,7733
IA,51357,1070,0,21
IA,51357,3280,123,183
IA,51357,3370,0,245
IA,51357,2874,246,285
IA,51357,4960,0,798
IA,51357,0,0,0
IA,51358,2963,0,59
IA,51358,6568,175,403
IA,51358,5748,0,433
IA,51358,5197,154,475
IA,51358,7915,247,947
IA,51358,0,0,0
IA,51360,15396,480,323
IA,51360,34535,905,2005
IA,51360,36111,1337,2765
IA,51360,39675,1825,3474
IA,51360,82281,5293,10138
IA,51360,96192,6967,21788
IA,51364,1503,61,40
IA,51364,3120,0,163
IA,51364,3637,0,251
IA,51364,2624,218,226
IA,51364,4221,0,562
IA,51364,0,0,0
IA,51365,606,0,0
IA,51365,2139,145,118
IA,51365,1812,0,138
IA,51365,3125,0,339
IA,51365,0,0,0
IA,51365,0,0,0
IA,51366,810,0,23
IA,51366,1689,0,87
IA,51366,3112,213,267
IA,51366,0,0,0
IA,51366,4626,0,660
IA,51366,0,0,0
IA,51401,25426,429,575
IA,51401,52361,753,3078
IA,51401,54305,1135,3816
IA,51401,58561,1749,4778
IA,51401,90998,4972,10717
IA,51401,104772,6168,24474
IA,51430,1238,0,23
IA,51430,3488,64,183
IA,51430,4735,132,338
IA,51430,3505,0,313
IA,51430,6946,273,871
IA,51430,0,0,0
IA,51431,830,0,0
IA,51431,2435,124,142
IA,51431,1592,0,101
IA,51431,5784,0,814
IA,51431,0,0,0
IA,51431,0,0,0
IA,51433,1494,50,29
IA,51433,2852,0,139
IA,51433,2826,181,191
IA,51433,2845,0,227
IA,51433,4543,0,698
IA,51433,0,0,0
IA,51436,1449,61,36
IA,51436,3443,0,185
IA,51436,5365,163,357
IA,51436,4586,0,385
IA,51436,6051,881,807
IA,51436,9667,0,2103
IA,51439,1768,103,31
IA,51439,4264,0,197
IA,51439,4086,177,286
IA,51439,2866,0,242
IA,51439,7860,332,1123
IA,51439,0,0,0
IA,51440,796,0,20
IA,51440,1665,0,93
IA,51440,2207,157,134
IA,51440,4946,0,488
IA,51440,0,0,0
IA,51440,0,0,0
IA,51441,759,0,0
IA,51441,2216,0,127
IA,51441,2674,0,196
IA,51441,0,0,0
IA,51441,0,0,0
IA,51441,0,0,0
IA,51442,19215,211,339
IA,51442,53659,639,2457
IA,51442,40482,837,2738
IA,51442,33367,865,2584
IA,51442,42151,2457,5165
IA,51442,34593,2634,7693
IA,51443,3178,36,70
IA,51443,7310,98,398
IA,51443,9285,164,691
IA,51443,8353,175,706
IA,51443,10805,503,1310
IA,51443,8101,524,1757
IA,51445,5751,46,133
IA,51445,12953,197,756
IA,51445,12813,250,964
IA,51445,13545,313,1210
IA,51445,19306,810,2456
IA,51445,37274,1688,10670
IA,51446,1252,0,31
IA,51446,2221,95,137
IA,51446,2470,0,219
IA,51446,2565,0,214
IA,51446,5115,233,756
IA,51446,0,0,0
IA,51448,933,0,21
IA,51448,2623,92,118
IA,51448,2512,0,204
IA,51448,2104,0,166
IA,51448,7806,386,685
IA,51448,0,0,0
IA,51449,3979,0,89
IA,51449,8772,129,454
IA,51449,9127,161,662
IA,51449,7035,143,589
IA,51449,11999,625,1536
IA,51449,7796,475,1697
IA,51450,2984,0,58
IA,51450,7847,214,419
IA,51450,8221,187,594
IA,51450,5934,160,547
IA,51450,11897,664,1489
IA,51450,7865,415,1761
IA,51453,1391,0,32
IA,51453,2615,60,140
IA,51453,3410,0,263
IA,51453,2457,244,227
IA,51453,5426,0,835
IA,51453,0,0,0
IA,51454,2496,0,56
IA,51454,5802,99,311
IA,51454,6493,190,441
IA,51454,6985,0,569
IA,51454,9858,444,1491
IA,51454,0,0,0
IA,51455,3888,54,75
IA,51455,10238,118,545
IA,51455,9698,177,696
IA,51455,12208,290,968
IA,51455,16281,628,1977
IA,51455,12116,552,1802
IA,51458,2306,0,53
IA,51458,6235,90,296
IA,51458,7027,80,482
IA,51458,6060,110,557
IA,51458,10412,665,1345
IA,51458,6323,0,1291
IA,51461,2046,0,36
IA,51461,4995,71,279
IA,51461,5439,261,401
IA,51461,5664,0,490
IA,51461,14234,693,2303
IA,51461,0,0,0
IA,51462,2149,66,51
IA,51462,5038,0,236
IA,51462,4794,133,345
IA,51462,4402,0,407
IA,51462,6671,298,826
IA,51462,0,0,0
IA,51463,860,0,20
IA,51463,2459,0,126
IA,51463,3103,171,222
IA,51463,2698,0,216
IA,51463,10392,455,2039
IA,51463,0,0,0
IA,51465,1460,0,35
IA,51465,3547,72,190
IA,51465,4216,126,272
IA,51465,2822,0,246
IA,51465,6633,328,1153
IA,51465,0,0,0
IA,51466,1890,0,33
IA,51466,4404,79,216
IA,51466,4776,86,342
IA,51466,4390,135,313
IA,51466,11745,516,1451
IA,51466,0,0,0
IA,51467,904,0,16
IA,51467,2715,138,173
IA,51467,3364,0,222
IA,51467,3583,260,329
IA,51467,6513,0,920
IA,51467,0,0,0
IA,51501,88489,809,1729
IA,51501,178115,3293,10024
IA,51501,138291,4162,10544
IA,51501,89658,3425,8283
IA,51501,85526,5214,10427
IA,51501,29220,2050,7156
IA,51503,67140,1487,1439
IA,51503,136246,4086,7857
IA,51503,153721,7290,12427
IA,51503,165629,9567,15171
IA,51503,351933,25829,42797
IA,51503,207551,16387,47085
IA,51510,8498,89,154
IA,51510,15462,290,794
IA,51510,12221,426,920
IA,51510,10933,547,1021
IA,51510,17083,1282,2174
IA,51510,8920,714,1883
IA,51521,4006,0,75
IA,51521,8585,193,496
IA,51521,9869,257,723
IA,51521,11276,392,994
IA,51521,15093,847,1854
IA,51521,9552,508,1864
IA,51523,675,0,16
IA,51523,1665,0,92
IA,51523,1569,183,100
IA,51523,3876,0,485
IA,51523,0,0,0
IA,51523,0,0,0
IA,51525,2119,0,46
IA,51525,4790,126,265
IA,51525,5317,119,417
IA,51525,7084,244,604
IA,51525,12502,654,1923
IA,51525,0,0,0
IA,51526,2636,0,53
IA,51526,6813,241,356
IA,51526,7907,334,661
IA,51526,10340,569,919
IA,51526,26802,1810,3719
IA,51526,0,0,0
IA,51527,1137,0,22
IA,51527,2260,118,122
IA,51527,3132,0,217
IA,51527,1781,0,133
IA,51527,5648,290,713
IA,51527,0,0,0
IA,51528,1902,0,36
IA,51528,4179,170,255
IA,51528,4192,0,318
IA,51528,2979,0,276
IA,51528,7055,443,1091
IA,51528,0,0,0
IA,51529,2926,0,59
IA,51529,7375,110,425
IA,51529,8025,151,546
IA,51529,7669,189,661
IA,51529,9854,508,1226
IA,51529,9637,548,2211
IA,51530,1420,69,28
IA,51530,3828,0,233
IA,51530,3575,123,225
IA,51530,3323,0,270
IA,51530,11003,400,1312
IA,51530,0,0,0
IA,51531,1267,0,23
IA,51531,3573,89,207
IA,51531,3880,89,245
IA,51531,4618,158,417
IA,51531,8085,497,1175
IA,51531,0,0,0
IA,51532,1254,0,22
IA,51532,2309,122,128
IA,51532,3070,0,229
IA,51532,2525,0,214
IA,51532,4412,214,607
IA,51532,0,0,0
IA,51533,1347,0,25
IA,51533,3273,0,180
IA,51533,4203,205,318
IA,51533,3728,0,364
IA,51533,10310,422,1447
IA,51533,0,0,0
IA,51534,13944,272,292
IA,51534,31944,903,1834
IA,51534,36024,1512,2778
IA,51534,43956,2272,3785
IA,51534,90946,6342,10931
IA,51534,56155,3730,13556
IA,51535,3399,34,64
IA,51535,7298,108,386
IA,51535,8631,229,649
IA,51535,8615,214,722
IA,51535,10293,318,1292
IA,51535,7158,398,1396
IA,51536,911,0,15
IA,51536,2192,0,115
IA,51536,1827,233,162
IA,51536,2071,0,210
IA,51536,4831,0,650
IA,51536,0,0,0
IA,51537,13162,232,277
IA,51537,27562,481,1582
IA,51537,30285,732,2232
IA,51537,30287,989,2720
IA,51537,48441,2847,5855
IA,51537,42202,2481,9926
IA,51540,675,82,0
IA,51540,2101,0,137
IA,51540,1723,0,104
IA,51540,2078,246,173
IA,51540,4357,0,537
IA,51540,0,0,0
IA,51541,477,0,0
IA,51541,1446,0,90
IA,51541,1960,238,128
IA,51541,5088,0,647
IA,51541,0,0,0
IA,51541,0,0,0
IA,51542,1370,0,31
IA,51542,3578,141,211
IA,51542,4798,215,343
IA,51542,5856,313,566
IA,51542,18670,1393,2648
IA,51542,0,0,0
IA,51543,1001,0,21
IA,51543,2135,0,110
IA,51543,2362,174,171
IA,51543,5057,0,635
IA,51543,0,0,0
IA,51543,0,0,0
IA,51544,1041,0,17
IA,51544,3306,114,172
IA,51544,4135,0,314
IA,51544,1919,305,164
IA,51544,6615,0,1170
IA,51544,0,0,0
IA,51545,712,0,14
IA,51545,1465,0,81
IA,51545,3738,0,337
IA,51545,0,0,0
IA,51545,0,0,0
IA,51545,0,0,0
IA,51546,4754,121,97
IA,51546,10180,192,567
IA,51546,12989,280,930
IA,51546,13495,494,1096
IA,51546,25570,1494,3071
IA,51546,10011,435,2208
IA,51548,581,0,0
IA,51548,1693,0,98
IA,51548,2485,280,178
IA,51548,2506,0,201
IA,51548,7027,374,930
IA,51548,0,0,0
IA,51549,772,0,0
IA,51549,1567,129,111
IA,51549,2227,0,163
IA,51549,2285,0,192
IA,51549,6319,384,1165
IA,51549,0,0,0
IA,51551,3009,56,62
IA,51551,7188,109,430
IA,51551,9070,308,686
IA,51551,8517,384,804
IA,51551,13647,1128,1674
IA,51551,8374,0,1188
IA,51552,587,0,0
IA,51552,1011,136,72
IA,51552,1663,0,110
IA,51552,2678,0,322
IA,51552,0,0,0
IA,51552,0,0,0
IA,51553,1570,0,35
IA,51553,3773,196,225
IA,51553,3644,0,270
IA,51553,5095,197,381
IA,51553,14514,820,2105
IA,51553,0,0,0
IA,51555,9891,172,200
IA,51555,21205,397,1169
IA,51555,23406,631,1767
IA,51555,21042,738,1864
IA,51555,40793,2604,5066
IA,51555,16346,1216,3308
IA,51556,803,0,17
IA,51556,1895,0,117
IA,51556,1875,0,138
IA,51556,4434,223,573
IA,51556,0,0,0
IA,51556,0,0,0
IA,51557,1498,0,28
IA,51557,2645,99,145
IA,51557,4013,0,300
IA,51557,4007,129,358
IA,51557,9125,493,1253
IA,51557,0,0,0
IA,51558,1015,0,19
IA,51558,2409,0,169
IA,51558,3802,373,325
IA,51558,0,0,0
IA,51558,5850,0,951
IA,51558,0,0,0
IA,51559,2946,53,66
IA,51559,6856,162,403
IA,51559,9165,305,666
IA,51559,9523,435,842
IA,51559,17273,1271,2095
IA,51559,6441,0,1296
IA,51560,3765,66,79
IA,51560,9568,200,492
IA,51560,9664,232,711
IA,51560,9520,385,824
IA,51560,20288,1169,3204
IA,51560,0,0,0
IA,51561,2571,0,55
IA,51561,5938,168,354
IA,51561,6479,170,494
IA,51561,7414,387,651
IA,51561,18862,1280,2517
IA,51561,0,0,0
IA,51562,730,0,15
IA,51562,2139,87,128
IA,51562,2704,0,205
IA,51562,2300,0,198
IA,51562,6329,368,794
IA,51562,0,0,0
IA,51563,1333,78,23
IA,51563,3427,0,198
IA,51563,3022,139,215
IA,51563,2519,0,219
IA,51563,7563,379,1127
IA,51563,0,0,0
IA,51564,826,0,17
IA,51564,1749,0,114
IA,51564,2077,0,163
IA,51564,2319,247,186
IA,51564,3388,0,428
IA,51564,0,0,0
IA,51565,857,0,19
IA,51565,1991,0,117
IA,51565,3356,178,263
IA,51565,2741,0,238
IA,51565,9219,368,1739
IA,51565,0,0,0
IA,51566,15152,276,256
IA,51566,28245,388,1524
IA,51566,27268,536,2185
IA,51566,23272,569,2120
IA,51566,38908,2059,4943
IA,51566,20414,1452,4197
IA,51570,2107,0,44
IA,51570,4633,95,272
IA,51570,5290,209,425
IA,51570,4078,0,369
IA,51570,9308,519,1276
IA,51570,0,0,0
IA,51571,822,0,0
IA,51571,2080,126,120
IA,51571,2143,0,167
IA,51571,4567,217,408
IA,51571,11374,682,1818
IA,51571,0,0,0
IA,51572,712,0,18
IA,51572,1703,0,105
IA,51572,1606,0,140
IA,51572,4586,0,601
IA,51572,0,0,0
IA,51572,0,0,0
IA,51573,1670,72,30
IA,51573,4084,0,207
IA,51573,5595,106,395
IA,51573,7938,177,657
IA,51573,8846,384,1306
IA,51573,0,0,0
IA,51575,2414,0,58
IA,51575,5101,195,269
IA,51575,7819,260,579
IA,51575,10303,418,787
IA,51575,20690,1344,2376
IA,51575,10047,699,2075
IA,51576,3081,48,75
IA,51576,6178,186,379
IA,51576,7756,306,587
IA,51576,11612,677,933
IA,51576,26809,1785,3060
IA,51576,7854,434,1716
IA,51577,2462,0,45
IA,51577,4328,69,237
IA,51577,4917,113,336
IA,51577,4556,153,392
IA,51577,11758,390,1863
IA,51577,0,0,0
IA,51579,4143,86,90
IA,51579,9915,193,530
IA,51579,11039,291,757
IA,51579,10153,359,795
IA,51579,14625,759,1819
IA,51579,8724,610,2010
IA,51601,12046,103,209
IA,51601,22283,310,1239
IA,51601,25210,489,1962
IA,51601,20924,644,1901
IA,51601,27752,1501,3529
IA,51601,20715,1333,4126
IA,51631,600,0,0
IA,51631,1637,0,96
IA,51631,3516,0,318
IA,51631,0,0,0
IA,51631,0,0,0
IA,51631,0,0,0
IA,51632,12126,157,249
IA,51632,24776,308,1388
IA,51632,27431,530,2080
IA,51632,25957,571,2202
IA,51632,34228,1581,4248
IA,51632,21376,1281,4571
IA,51636,815,0,19
IA,51636,1902,0,104
IA,51636,2539,209,205
IA,51636,4496,0,611
IA,51636,0,0,0
IA,51636,0,0,0
IA,51638,2545,0,48
IA,51638,5511,143,309
IA,51638,6027,0,460
IA,51638,6412,143,599
IA,51638,11700,504,1691
IA,51638,0,0,0
IA,51639,1343,0,33
IA,51639,3707,0,208
IA,51639,4973,214,403
IA,51639,3717,0,385
IA,51639,10942,485,1547
IA,51639,0,0,0
IA,51640,2690,0,49
IA,51640,6087,192,340
IA,51640,5928,0,434
IA,51640,5428,170,489
IA,51640,18485,1297,3156
IA,51640,0,0,0
IA,51645,352,0,0
IA,51645,1184,0,187
IA,51645,1317,0,0
IA,51645,3793,0,434
IA,51645,0,0,0
IA,51645,0,0,0
IA,51646,1411,74,20
IA,51646,4090,0,236
IA,51646,4171,0,293
IA,51646,4219,147,384
IA,51646,2903,0,350
IA,51646,0,0,0
IA,51649,652,0,0
IA,51649,1566,0,96
IA,51649,1981,219,163
IA,51649,4737,0,646
IA,51649,0,0,0
IA,51649,0,0,0
IA,51650,703,0,13
IA,51650,1346,0,71
IA,51650,1608,0,138
IA,51650,2382,0,251
IA,51650,0,0,0
IA,51650,0,0,0
IA,51652,3145,0,60
IA,51652,7732,158,421
IA,51652,7505,145,568
IA,51652,6577,137,589
IA,51652,17502,968,2520
IA,51652,0,0,0
IA,51653,2082,0,38
IA,51653,5010,115,295
IA,51653,5923,148,440
IA,51653,6563,197,571
IA,51653,13519,765,1924
IA,51653,0,0,0
IA,51654,1018,0,16
IA,51654,2267,131,127
IA,51654,3554,0,273
IA,51654,0,0,0
IA,51654,6654,371,966
IA,51654,0,0,0
IA,52001,109278,1009,2319
IA,52001,200576,3286,12161
IA,52001,172598,4228,13651
IA,52001,144782,4783,13093
IA,52001,163924,9688,19565
IA,52001,128342,9207,30033
IA,52002,28735,461,616
IA,52002,58702,1469,3350
IA,52002,75744,2800,5776
IA,52002,92214,4475,7771
IA,52002,162253,11295,19048
IA,52002,138288,9721,33270
IA,52003,27390,537,614
IA,52003,53523,1275,3264
IA,52003,61023,2008,4734
IA,52003,67494,3127,5762
