state,zipcode,a00100,a18300,a06500
MD,21531,9778,311,729
MD,21531,7790,336,697
MD,21531,14031,964,1774
MD,21531,0,0,0
MD,21532,28258,263,592
MD,21532,46907,885,2717
MD,21532,51971,1832,4302
MD,21532,53996,2664,4971
MD,21532,74556,5497,8883
MD,21532,20882,1881,4584
MD,21536,9542,101,210
MD,21536,16930,266,888
MD,21536,16220,534,1243
MD,21536,14453,665,1285
MD,21536,15520,1025,1781
MD,21536,10809,702,2543
MD,21538,1443,0,27
MD,21538,2381,0,117
MD,21538,3460,210,270
MD,21538,3371,0,373
MD,21538,0,0,0
MD,21538,0,0,0
MD,21539,6342,0,113
MD,21539,10195,137,539
MD,21539,11203,241,909
MD,21539,9197,344,813
MD,21539,10303,754,1393
MD,21539,0,0,0
MD,21541,3752,142,84
MD,21541,6554,255,357
MD,21541,5866,219,482
MD,21541,6105,418,581
MD,21541,12123,997,1518
MD,21541,11541,1083,2444
MD,21545,4985,0,111
MD,21545,9089,159,501
MD,21545,8463,244,625
MD,21545,7311,293,656
MD,21545,5626,509,722
MD,21545,0,0,0
MD,21550,33643,329,668
MD,21550,52728,1117,2685
MD,21550,54624,1915,4057
MD,21550,49356,2552,4276
MD,21550,67337,5077,7870
MD,21550,38837,3514,8129
MD,21555,3968,0,77
MD,21555,7229,166,377
MD,21555,7278,328,557
MD,21555,7277,423,662
MD,21555,5093,335,641
MD,21555,0,0,0
MD,21557,4391,0,93
MD,21557,6512,193,332
MD,21557,8032,290,595
MD,21557,6753,375,588
MD,21557,10181,772,1241
MD,21557,0,0,0
MD,21561,4933,128,106
MD,21561,9479,261,493
MD,21561,10522,345,774
MD,21561,10145,522,872
MD,21561,20068,1673,2403
MD,21561,11793,1096,2132
MD,21562,6681,42,129
MD,21562,10825,157,551
MD,21562,13193,284,1013
MD,21562,10055,376,921
MD,21562,12287,805,1660
MD,21562,0,0,0
MD,21601,51154,1004,956
MD,21601,94976,2769,5088
MD,21601,92728,4473,7325
MD,21601,91824,5310,8433
MD,21601,236183,17452,27678
MD,21601,357235,29927,75068
MD,21607,803,0,14
MD,21607,2273,0,120
MD,21607,3167,251,256
MD,21607,0,0,0
MD,21607,5432,416,634
MD,21607,0,0,0
MD,21610,625,0,0
MD,21610,1585,0,86
MD,21610,3041,309,267
MD,21610,0,0,0
MD,21610,3555,287,468
MD,21610,0,0,0
MD,21612,682,92,0
MD,21612,1853,0,88
MD,21612,1708,235,122
MD,21612,2247,0,169
MD,21612,4067,275,525
MD,21612,12830,1114,3453
MD,21613,50320,671,796
MD,21613,74475,1844,4054
MD,21613,53902,2693,4416
MD,21613,45407,2684,4129
MD,21613,79384,6214,9573
MD,21613,57275,4943,12253
MD,21617,15151,422,302
MD,21617,30676,1277,1709
MD,21617,40390,2642,3115
MD,21617,44158,3240,3951
MD,21617,151928,13242,17168
MD,21617,88666,8444,17397
MD,21619,11785,455,244
MD,21619,24792,1115,1483
MD,21619,27975,1870,2437
MD,21619,32279,2227,3127
MD,21619,92905,8231,11310
MD,21619,74749,7191,15737
MD,21620,23426,510,441
MD,21620,48420,1673,2789
MD,21620,48465,2829,3911
MD,21620,48460,3155,4279
MD,21620,113421,8847,13106
MD,21620,157650,16152,34645
MD,21622,1133,97,16
MD,21622,2265,0,110
MD,21622,2639,110,215
MD,21622,2003,339,204
MD,21622,3283,0,360
MD,21622,0,0,0
MD,21623,2975,0,50
MD,21623,7836,317,347
MD,21623,7447,415,524
MD,21623,8777,664,838
MD,21623,18826,1561,2120
MD,21623,7014,578,1351
MD,21625,4427,72,86
MD,21625,8822,142,508
MD,21625,9621,391,722
MD,21625,11011,528,946
MD,21625,22770,1474,2672
MD,21625,11337,873,2274
MD,21629,18756,360,334
MD,21629,36717,1260,1960
MD,21629,37137,2088,2833
MD,21629,36101,2470,3109
MD,21629,71573,5865,8299
MD,21629,24220,2198,5375
MD,21631,5203,128,88
MD,21631,10274,252,551
MD,21631,10805,456,801
MD,21631,11445,691,941
MD,21631,18781,1479,2200
MD,21631,10160,724,2136
MD,21632,17254,226,250
MD,21632,27949,641,1364
MD,21632,21137,959,1614
MD,21632,16633,856,1556
MD,21632,23818,1612,3060
MD,21632,0,0,0
MD,21634,2433,0,14
MD,21634,1335,0,77
MD,21634,1570,314,114
MD,21634,2632,0,346
MD,21634,0,0,0
MD,21634,0,0,0
MD,21635,3712,77,77
MD,21635,7456,386,417
MD,21635,8717,482,721
MD,21635,9657,598,859
MD,21635,23001,1945,2692
MD,21635,12022,1213,2326
MD,21636,2822,0,53
MD,21636,4981,148,278
MD,21636,4749,207,343
MD,21636,4027,229,373
MD,21636,7903,636,984
MD,21636,0,0,0
MD,21638,8923,244,165
MD,21638,16865,711,904
MD,21638,18326,1220,1419
MD,21638,21097,1703,1935
MD,21638,64754,5936,7722
MD,21638,75073,7287,16294
MD,21639,10848,184,219
MD,21639,19408,612,1046
MD,21639,17924,903,1289
MD,21639,15987,1070,1349
MD,21639,28724,2386,3877
MD,21639,0,0,0
MD,21640,3864,0,54
MD,21640,6068,196,256
MD,21640,6053,289,412
MD,21640,4381,250,403
MD,21640,10508,862,1370
MD,21640,0,0,0
MD,21643,14197,189,217
MD,21643,28187,848,1383
MD,21643,23365,1127,1812
MD,21643,19843,1303,1699
MD,21643,29247,2331,3744
MD,21643,0,0,0
MD,21645,1769,134,31
MD,21645,3110,0,162
MD,21645,3840,239,284
MD,21645,4312,302,395
MD,21645,10721,1035,1247
MD,21645,16052,1411,3291
MD,21647,708,0,0
MD,21647,1724,0,101
MD,21647,2327,200,190
MD,21647,0,0,0
MD,21647,5798,449,1010
MD,21647,0,0,0
MD,21649,4021,0,48
MD,21649,7198,151,227
MD,21649,4592,182,339
MD,21649,5111,278,488
MD,21649,5663,458,812
MD,21649,0,0,0
MD,21650,383,0,0
MD,21650,2097,0,154
MD,21650,0,0,0
MD,21650,4026,431,300
MD,21650,0,0,0
MD,21650,0,0,0
MD,21651,5855,88,103
MD,21651,12676,368,685
MD,21651,12013,585,905
MD,21651,9531,757,845
MD,21651,17185,1379,1985
MD,21651,10075,517,1265
MD,21654,1444,0,28
MD,21654,4036,214,243
MD,21654,4990,252,408
MD,21654,5132,416,463
MD,21654,20483,1623,2398
MD,21654,84847,7704,19459
MD,21655,10844,223,203
MD,21655,23243,790,1299
MD,21655,21899,1135,1671
MD,21655,19750,1131,1786
MD,21655,29009,2232,3336
MD,21655,16334,1303,3474
MD,21657,1970,0,37
MD,21657,4379,158,230
MD,21657,5363,254,401
MD,21657,4614,259,386
MD,21657,16576,1494,2277
MD,21657,0,0,0
MD,21658,5853,336,115
MD,21658,9699,483,509
MD,21658,15155,1059,1209
MD,21658,17793,1456,1580
MD,21658,53281,5165,6128
MD,21658,79674,7415,17633
MD,21659,1854,0,39
MD,21659,4623,141,263
MD,21659,3790,278,316
MD,21659,3299,185,274
MD,21659,8757,708,1455
MD,21659,0,0,0
MD,21660,8090,118,151
MD,21660,16342,642,860
MD,21660,16175,980,1174
MD,21660,15260,1184,1298
MD,21660,27095,2113,3090
MD,21660,8194,592,1757
MD,21661,5894,178,97
MD,21661,10255,337,563
MD,21661,9316,485,689
MD,21661,9133,625,816
MD,21661,15982,1269,1857
MD,21661,13040,1286,2462
MD,21662,1521,0,31
MD,21662,2783,147,145
MD,21662,2792,138,215
MD,21662,2787,144,256
MD,21662,10412,787,1124
MD,21662,47403,4485,13295
MD,21663,6300,123,119
MD,21663,11261,351,621
MD,21663,11108,589,888
MD,21663,12986,716,1162
MD,21663,40514,2719,4807
MD,21663,85117,7182,19734
MD,21665,448,0,37
MD,21665,750,176,0
MD,21665,1748,0,116
MD,21665,0,0,0
MD,21665,7099,532,832
MD,21665,0,0,0
MD,21666,19534,569,439
MD,21666,38088,1795,2200
MD,21666,49653,3309,3894
MD,21666,62612,5261,5762
MD,21666,204349,18355,24194
MD,21666,175627,16915,37319
MD,21667,749,115,14
MD,21667,1713,0,106
MD,21667,2601,156,228
MD,21667,0,0,0
MD,21667,4011,324,563
MD,21667,0,0,0
MD,21668,3386,53,78
MD,21668,7244,206,376
MD,21668,7168,426,531
MD,21668,6308,385,555
MD,21668,17571,1255,2577
MD,21668,0,0,0
MD,21671,1481,80,25
MD,21671,2682,0,141
MD,21671,3363,126,293
MD,21671,3394,136,295
MD,21671,13997,947,2240
MD,21671,0,0,0
MD,21673,6154,121,128
MD,21673,12601,367,637
MD,21673,12612,420,1047
MD,21673,10586,550,960
MD,21673,24639,2040,2800
MD,21673,43359,3715,9581
MD,21676,615,0,0
MD,21676,1350,148,89
MD,21676,2103,0,174
MD,21676,0,0,0
MD,21676,5882,676,1087
MD,21676,0,0,0
MD,21677,872,0,18
MD,21677,1517,153,85
MD,21677,1908,0,146
MD,21677,2535,298,182
MD,21677,10283,890,1959
MD,21677,0,0,0
MD,21678,5171,133,93
MD,21678,10530,376,596
MD,21678,7731,471,632
MD,21678,7815,483,709
MD,21678,18933,1450,2406
MD,21678,15627,1505,2942
MD,21679,856,0,14
MD,21679,1434,0,78
MD,21679,1937,228,171
MD,21679,2101,0,203
MD,21679,9657,772,1156
MD,21679,8062,681,1757
MD,21701,64742,1618,1425
MD,21701,147762,5547,9287
MD,21701,178867,11333,16054
MD,21701,176487,14195,17655
MD,21701,455560,40792,56759
MD,21701,310083,28971,65424
MD,21702,77659,1516,1478
MD,21702,164930,5704,8684
MD,21702,178813,10624,14203
MD,21702,182553,13791,17014
MD,21702,465448,41246,55372
MD,21702,290932,26941,59037
MD,21703,67464,1145,1225
MD,21703,145886,4794,7784
MD,21703,159678,9366,12781
MD,21703,167213,12022,15787
MD,21703,364088,31079,44291
MD,21703,138377,12144,27454
MD,21704,16085,510,358
MD,21704,30255,1518,1655
MD,21704,41527,3347,2995
MD,21704,59214,5438,4997
MD,21704,288824,28183,33706
MD,21704,264488,25383,54465
MD,21710,5046,127,121
MD,21710,9913,379,537
MD,21710,14237,842,1123
MD,21710,21834,1781,1910
MD,21710,96844,8470,11495
MD,21710,64153,5749,13247
MD,21711,1911,0,36
MD,21711,3724,115,198
MD,21711,5385,181,406
MD,21711,4668,323,384
MD,21711,8772,774,1141
MD,21711,0,0,0
MD,21713,16316,336,377
MD,21713,35565,1094,2081
MD,21713,41054,2143,3263
MD,21713,42040,2726,3815
MD,21713,105968,8509,12619
MD,21713,56734,4970,11480
MD,21716,9721,161,220
MD,21716,25149,837,1498
MD,21716,26107,1514,2047
MD,21716,22731,1678,2043
MD,21716,55540,5153,6630
MD,21716,9373,850,1801
MD,21719,3333,0,70
MD,21719,6620,128,367
MD,21719,6706,330,519
MD,21719,6222,406,546
MD,21719,9167,698,1176
MD,21719,0,0,0
MD,21722,10206,198,204
MD,21722,26246,701,1477
MD,21722,28937,1365,2191
MD,21722,27425,1739,2386
MD,21722,43173,3322,5040
MD,21722,13502,1157,3412
MD,21723,842,0,17
MD,21723,1360,0,90
MD,21723,2711,332,201
MD,21723,3014,289,257
MD,21723,11118,1169,1203
MD,21723,39230,3613,9173
MD,21727,8287,163,177
MD,21727,17777,538,1054
MD,21727,19656,1065,1528
MD,21727,18047,1273,1543
MD,21727,39133,3247,4359
MD,21727,14875,1225,2886
MD,21733,1798,0,37
MD,21733,4903,147,286
MD,21733,4048,210,321
MD,21733,5984,367,582
MD,21733,13518,1172,1501
MD,21733,6392,540,1290
MD,21737,2017,126,58
MD,21737,2544,175,142
MD,21737,3940,316,319
MD,21737,4597,472,379
MD,21737,31466,3695,3652
MD,21737,124825,12778,27502
MD,21738,3916,217,112
MD,21738,5478,300,362
MD,21738,6866,578,545
MD,21738,8189,818,655
MD,21738,55541,6073,6587
MD,21738,227469,22053,55947
MD,21740,140838,1348,2544
MD,21740,255520,5992,14007
MD,21740,224870,9548,17916
MD,21740,189919,11132,17281
MD,21740,280244,21199,33014
MD,21740,104743,8815,22498
MD,21742,60145,1073,1200
MD,21742,128832,3209,7278
MD,21742,142130,6751,11557
MD,21742,133816,7884,12163
MD,21742,290062,21860,34615
MD,21742,219447,18342,48708
MD,21750,8176,55,142
MD,21750,17018,316,923
MD,21750,15835,528,1169
MD,21750,11453,628,1020
MD,21750,19701,1556,2765
MD,21750,0,0,0
MD,21754,7666,208,179
MD,21754,13190,532,784
MD,21754,18776,1216,1502
MD,21754,25340,2059,2284
MD,21754,109333,10451,12908
MD,21754,153599,14746,33246
MD,21755,7753,242,165
MD,21755,17108,573,998
MD,21755,19938,1242,1602
MD,21755,26252,1854,2396
MD,21755,90515,7859,10930
MD,21755,50286,4564,9896
MD,21756,5462,86,117
MD,21756,12205,380,664
MD,21756,14529,807,1094
MD,21756,19268,1253,1740
MD,21756,51142,4242,5921
MD,21756,17972,1578,3366
MD,21757,5572,173,123
MD,21757,11371,376,631
MD,21757,12999,817,947
MD,21757,14052,1022,1291
MD,21757,23157,2039,2720
MD,21757,10480,1045,2052
MD,21758,6782,187,143
MD,21758,14672,493,831
MD,21758,20653,1218,1628
MD,21758,22750,1668,2065
MD,21758,66249,5675,7663
MD,21758,30625,2810,5777
MD,21766,1402,0,22
MD,21766,3004,184,168
MD,21766,2610,0,224
MD,21766,4665,299,487
MD,21766,0,0,0
MD,21766,0,0,0
MD,21767,3162,0,59
MD,21767,6986,194,448
MD,21767,6105,296,520
MD,21767,5318,274,493
MD,21767,4830,389,541
MD,21767,0,0,0
MD,21769,15539,475,393
MD,21769,32465,1179,1931
MD,21769,43547,2604,3424
MD,21769,53498,4000,4765
MD,21769,200474,17898,23968
MD,21769,174108,15980,35731
MD,21770,7387,283,176
MD,21770,15805,590,986
MD,21770,17204,1170,1395
MD,21770,24802,2056,2377
MD,21770,104488,9580,12549
MD,21770,56048,5082,11216
MD,21771,43442,1409,1061
MD,21771,83830,3398,5048
MD,21771,107843,7450,8574
MD,21771,139324,12477,12289
MD,21771,537343,51284,63429
MD,21771,403157,38808,83471
MD,21773,8539,229,197
MD,21773,15121,509,912
MD,21773,21204,1266,1710
MD,21773,24675,1964,2149
MD,21773,82049,7207,9697
MD,21773,43856,4028,8722
MD,21774,13720,500,329
MD,21774,27405,1423,1585
MD,21774,42016,3202,3304
MD,21774,63605,5638,5343
MD,21774,282538,26099,33271
MD,21774,171430,14768,34724
MD,21776,10144,264,239
MD,21776,23026,775,1354
MD,21776,24933,1507,1902
MD,21776,27958,2218,2448
MD,21776,74947,6779,8795
MD,21776,39238,3359,7683
MD,21777,1754,0,47
MD,21777,3316,153,216
MD,21777,6762,452,496
MD,21777,11129,944,1011
MD,21777,37128,3404,4356
MD,21777,15450,1320,2881
MD,21778,2047,0,53
MD,21778,5360,197,325
MD,21778,4643,245,367
MD,21778,5249,315,459
MD,21778,11549,1070,1709
MD,21778,0,0,0
MD,21779,1532,0,29
MD,21779,3256,142,193
MD,21779,4132,194,295
MD,21779,5233,335,457
MD,21779,11020,871,1350
MD,21779,5642,540,1047
MD,21780,2922,0,67
MD,21780,6525,281,361
MD,21780,8124,437,631
MD,21780,6683,436,641
MD,21780,17426,1520,2526
MD,21780,0,0,0
MD,21782,7475,109,161
MD,21782,16655,496,973
MD,21782,18892,809,1539
MD,21782,20410,1179,1858
MD,21782,38026,3042,4399
MD,21782,9840,835,1985
MD,21783,16439,290,363
MD,21783,30807,847,1752
MD,21783,41199,1947,3043
MD,21783,43886,2783,3686
MD,21783,90318,7418,10193
MD,21783,31610,2649,6505
MD,21784,53230,1349,1288
MD,21784,107544,3803,6773
MD,21784,142777,9077,11834
MD,21784,178580,14229,16377
MD,21784,692303,64340,82757
MD,21784,468951,45242,95642
MD,21787,19930,497,422
MD,21787,43464,1775,2487
MD,21787,49542,3111,3724
MD,21787,51573,3744,4380
MD,21787,88715,7641,10203
MD,21787,19980,1637,3792
MD,21788,21885,515,510
MD,21788,49543,1599,2898
MD,21788,55590,3256,4358
MD,21788,57882,4131,5316
MD,21788,122585,10493,14597
MD,21788,51453,4430,10810
MD,21791,9427,150,208
MD,21791,19772,726,1125
MD,21791,22556,1345,1696
MD,21791,25007,1889,2185
MD,21791,49951,4394,5618
MD,21791,19011,1660,3912
MD,21793,17996,390,368
MD,21793,34449,1236,1972
MD,21793,44198,2529,3457
MD,21793,47091,3445,4141
MD,21793,136387,11987,15872
MD,21793,56164,4905,10646
MD,21794,3024,110,80
MD,21794,5131,235,339
MD,21794,4992,414,358
MD,21794,7205,696,617
MD,21794,38530,4444,4431
MD,21794,126637,11741,27981
MD,21795,19808,204,411
MD,21795,41343,881,2299
MD,21795,46260,1888,3784
MD,21795,40398,2150,3682
MD,21795,73238,5508,8555
MD,21795,39006,3210,9307
MD,21797,13195,702,315
MD,21797,23351,1076,1472
MD,21797,27856,1955,2289
MD,21797,33589,2922,3010
MD,21797,146338,14563,17399
MD,21797,305638,30724,72749
MD,21798,4068,112,77
MD,21798,8455,331,498
MD,21798,9876,607,739
MD,21798,10117,809,870
MD,21798,33722,3083,3975
MD,21798,20532,1704,3468
MD,21801,72987,816,1144
MD,21801,93939,2729,4601
MD,21801,81813,4720,6336
MD,21801,79066,5245,7046
MD,21801,187180,15093,22631
MD,21801,175069,15902,39594
MD,21804,96702,1206,1564
MD,21804,157711,3982,8181
MD,21804,130843,5981,10923
MD,21804,110613,6732,10391
MD,21804,175414,13486,21366
MD,21804,80265,7071,16628
MD,21811,53555,1258,989
MD,21811,91309,2720,4855
MD,21811,102227,4440,7987
MD,21811,100060,4767,9415
MD,21811,207032,13169,25259
MD,21811,170484,12389,37109
MD,21813,6707,143,133
MD,21813,10554,220,560
MD,21813,11679,535,843
MD,21813,12641,661,1082
MD,21813,27720,1973,3386
MD,21813,26688,2098,6159
MD,21814,647,0,16
MD,21814,1564,0,90
MD,21814,1862,265,171
MD,21814,2682,0,290
MD,21814,0,0,0
MD,21814,0,0,0
MD,21817,12227,127,164
MD,21817,18010,425,858
MD,21817,16691,663,1259
MD,21817,11037,539,1050
MD,21817,20219,1603,2580
MD,21817,0,0,0
MD,21821,1824,0,24
MD,21821,3453,152,172
MD,21821,3585,166,269
MD,21821,2904,163,272
MD,21821,4071,252,549
MD,21821,0,0,0
MD,21822,6544,58,122
MD,21822,11661,303,616
MD,21822,10282,514,795
MD,21822,9156,641,833
MD,21822,17993,1418,2112
MD,21822,12659,1156,2867
MD,21826,13050,132,221
MD,21826,21486,703,1073
MD,21826,18093,1061,1405
MD,21826,13122,1018,1149
MD,21826,24982,2155,2809
MD,21826,12307,1119,2516
MD,21829,1238,0,20
MD,21829,2478,114,153
MD,21829,2002,0,147
MD,21829,3100,171,343
MD,21829,0,0,0
MD,21829,0,0,0
MD,21830,7705,88,154
MD,21830,16935,500,922
MD,21830,17948,947,1340
MD,21830,17670,1203,1436
MD,21830,37069,3028,4321
MD,21830,15668,1418,3406
MD,21835,1054,0,19
MD,21835,2656,0,151
MD,21835,1565,252,123
MD,21835,2871,0,335
MD,21835,0,0,0
MD,21835,0,0,0
MD,21837,5655,53,106
MD,21837,11495,247,608
MD,21837,11407,536,847
MD,21837,7304,475,667
MD,21837,18822,1415,2769
MD,21837,0,0,0
MD,21838,4100,0,72
MD,21838,7948,247,386
MD,21838,6828,306,508
MD,21838,5280,328,474
MD,21838,11636,797,1636
MD,21838,0,0,0
MD,21840,804,84,11
MD,21840,1560,0,77
MD,21840,3412,143,308
MD,21840,0,0,0
MD,21840,3738,254,477
MD,21840,0,0,0
MD,21841,1805,61,46
MD,21841,3955,0,231
MD,21841,3778,136,283
MD,21841,3236,138,292
MD,21841,9547,621,1289
MD,21841,0,0,0
MD,21842,35114,1044,761
MD,21842,51312,1552,3137
MD,21842,44984,2522,3782
MD,21842,41421,2524,3945
MD,21842,88805,6649,11011
MD,21842,136936,11839,33089
MD,21849,7916,83,157
MD,21849,13807,413,799
MD,21849,15242,712,1189
MD,21849,12273,682,1092
MD,21849,18377,1412,2202
MD,21849,8967,728,1993
MD,21850,7884,116,148
MD,21850,12885,418,694
MD,21850,13334,599,1044
MD,21850,11037,619,945
MD,21850,15473,1221,1770
MD,21850,0,0,0
MD,21851,18288,156,304
MD,21851,31193,626,1679
MD,21851,22626,808,1898
MD,21851,23528,1077,2046
MD,21851,39951,2401,4792
MD,21851,9346,690,1661
MD,21853,21864,198,290
MD,21853,32732,872,1616
MD,21853,25214,1126,1984
MD,21853,22582,1368,1994
MD,21853,28217,2163,3321
MD,21853,13326,1097,2669
MD,21856,1740,0,32
MD,21856,3208,94,183
MD,21856,3509,133,289
MD,21856,2928,164,265
MD,21856,12504,1115,2039
MD,21856,0,0,0
MD,21863,12849,91,259
MD,21863,19381,395,1094
MD,21863,18748,561,1522
MD,21863,16848,729,1558
MD,21863,29957,1760,3616
MD,21863,15284,1090,3048
MD,21864,1357,0,23
MD,21864,2787,0,141
MD,21864,2488,210,179
MD,21864,2128,0,191
MD,21864,5408,391,824
MD,21864,0,0,0
MD,21865,1532,70,23
MD,21865,1467,0,57
MD,21865,3512,146,306
MD,21865,0,0,0
MD,21865,6415,537,890
MD,21865,0,0,0
MD,21869,2245,0,33
MD,21869,3913,221,235
MD,21869,3094,0,236
MD,21869,3207,165,284
MD,21869,5933,430,781
MD,21869,0,0,0
MD,21871,4130,68,80
MD,21871,8476,239,453
MD,21871,7397,315,556
MD,21871,5172,259,444
MD,21871,13547,1102,2170
MD,21871,0,0,0
MD,21872,2011,62,42
MD,21872,2820,0,154
MD,21872,3248,218,257
MD,21872,1991,0,183
MD,21872,6026,459,840
MD,21872,0,0,0
MD,21874,5484,53,105
MD,21874,10786,366,561
MD,21874,9340,418,712
MD,21874,6216,412,514
MD,21874,12845,1053,1500
MD,21874,0,0,0
MD,21875,15320,202,278
MD,21875,28844,861,1582
MD,21875,26782,1341,2039
MD,21875,27664,1632,2562
MD,21875,39085,2998,4637
MD,21875,10672,932,2257
MD,21901,31160,591,575
MD,21901,62050,1645,3489
MD,21901,73828,3790,6083
MD,21901,79285,5330,7261
MD,21901,176895,14777,21227
MD,21901,61905,5635,12616
MD,21903,10535,168,214
MD,21903,23946,763,1390
MD,21903,23210,1155,1907
MD,21903,25527,1853,2497
MD,21903,58998,5060,7260
MD,21903,17224,1670,3335
MD,21904,13316,237,296
MD,21904,24099,568,1319
MD,21904,26542,1316,2124
MD,21904,29555,1980,2770
MD,21904,77984,6444,9517
MD,21904,34291,2657,6505
MD,21911,19421,312,375
MD,21911,40444,1031,2187
MD,21911,48835,2587,3682
MD,21911,51024,3561,4438
MD,21911,105570,8691,12462
MD,21911,23721,1881,4833
MD,21912,2261,0,40
MD,21912,3751,135,175
MD,21912,3599,207,278
MD,21912,4717,368,413
MD,21912,13313,1267,1595
MD,21912,12597,1249,3216
MD,21915,5641,148,99
MD,21915,13280,382,734
MD,21915,12550,699,1028
MD,21915,14255,883,1379
MD,21915,34669,2960,4401
MD,21915,27995,2227,6660
MD,21917,3841,50,88
MD,21917,7548,245,443
MD,21917,12501,727,965
MD,21917,13804,868,1276
MD,21917,29214,2388,3438
MD,21917,7333,596,1278
MD,21918,7424,117,148
MD,21918,16268,437,964
MD,21918,19521,1013,1508
MD,21918,21439,1363,1995
MD,21918,41284,3297,4849
MD,21918,10416,795,1900
MD,21919,5173,150,101
MD,21919,10588,397,574
MD,21919,10662,660,807
MD,21919,13823,970,1278
MD,21919,28224,2484,3244
MD,21919,13233,1318,2717
MD,21921,80537,1214,1459
MD,21921,160285,4072,8953
MD,21921,170392,9031,13823
MD,21921,174688,12231,16149
MD,21921,390639,33259,47315
MD,21921,166760,15197,34034
VA,22003,108217,2176,1982
VA,22003,203448,7061,10787
VA,22003,205765,10820,17012
VA,22003,195218,13088,19939
VA,22003,725806,56644,92896
VA,22003,790195,58497,161992
VA,22015,55793,1384,1214
VA,22015,119262,5000,6907
VA,22015,154049,8993,12840
VA,22015,191655,13360,18399
VA,22015,781620,58694,97875
VA,22015,664585,49065,131028
VA,22025,19812,341,398
VA,22025,48587,1814,2684
VA,22025,71307,3986,5761
VA,22025,95073,6142,9033
VA,22025,333628,24117,41914
VA,22025,193694,13235,38113
VA,22026,34634,372,496
VA,22026,68063,2084,3018
VA,22026,66515,3443,4701
VA,22026,56131,3557,5012
VA,22026,139432,10398,16809
VA,22026,68513,4873,12329
VA,22027,2074,0,50
VA,22027,3063,258,184
VA,22027,4654,361,377
VA,22027,5254,505,535
VA,22027,32548,3114,4170
VA,22027,127341,9877,28995
VA,22030,71777,2103,1476
VA,22030,165026,4949,10262
VA,22030,205045,9047,19265
VA,22030,228150,13340,24652
VA,22030,810976,60735,106457
VA,22030,979053,72880,208097
VA,22031,48627,1016,1020
VA,22031,109246,2646,6649
VA,22031,149703,5315,15257
VA,22031,143336,7018,16679
VA,22031,474086,32632,64832
VA,22031,579862,42641,121464
VA,22032,37162,1018,830
VA,22032,68178,2995,4022
VA,22032,85692,4994,7214
VA,22032,113311,8623,10755
VA,22032,595284,46868,74726
VA,22032,556455,41272,108887
VA,22033,46419,1206,1008
VA,22033,121562,3574,7928
VA,22033,181189,7759,17862
VA,22033,197441,11033,22055
VA,22033,644211,47776,85623
VA,22033,736068,56116,158388
VA,22039,16505,708,427
VA,22039,26005,1168,1769
VA,22039,33107,2441,2878
VA,22039,43794,3793,3866
VA,22039,318471,30067,38678
VA,22039,1189080,93792,272913
VA,22041,62058,968,963
VA,22041,110990,2819,5779
VA,22041,107486,4789,9717
VA,22041,99032,5219,11436
VA,22041,246657,17169,33739
VA,22041,243305,18454,51115
VA,22042,65534,1439,1236
VA,22042,137897,4844,7622
VA,22042,137675,6807,12560
VA,22042,148249,9256,16287
VA,22042,421525,31541,56954
VA,22042,379478,27184,82633
VA,22043,33316,830,701
VA,22043,84141,2656,5246
VA,22043,108334,4316,10889
VA,22043,113049,6020,12969
VA,22043,356737,26692,48384
VA,22043,539833,41994,117870
VA,22044,28549,443,480
VA,22044,48948,1143,2671
VA,22044,46997,1669,4552
VA,22044,41123,2247,4703
VA,22044,124879,9080,17041
VA,22044,267554,20496,60670
VA,22046,20358,757,463
VA,22046,45209,1757,2881
VA,22046,58520,2971,5562
VA,22046,63861,4622,6900
VA,22046,284148,24781,37117
VA,22046,631751,49985,139844
VA,22060,10208,0,310
VA,22060,38291,248,757
VA,22060,37628,435,1756
VA,22060,35205,665,2565
VA,22060,82414,2800,10198
VA,22060,36933,2129,6584
VA,22066,16015,952,448
VA,22066,24399,1657,1596
VA,22066,31557,2927,2724
VA,22066,39374,4266,3469
VA,22066,238954,25496,28085
VA,22066,2576476,203499,658417
VA,22079,49585,1287,921
VA,22079,109694,4073,5650
VA,22079,134614,7259,10520
VA,22079,145370,9279,14262
VA,22079,452456,33991,57588
VA,22079,474256,36561,100472
VA,22101,26166,1553,768
VA,22101,42520,2587,2738
VA,22101,64084,5076,5704
VA,22101,76706,7290,7577
VA,22101,428963,41019,54142
VA,22101,4469830,317435,1097426
VA,22102,24845,1239,639
VA,22102,58276,1949,3954
VA,22102,102034,3714,10918
VA,22102,116217,6018,14634
VA,22102,345817,24904,49660
VA,22102,2426361,196282,630888
VA,22124,16138,564,441
VA,22124,34245,1686,2194
VA,22124,50025,3157,4783
VA,22124,61119,4893,6475
VA,22124,296965,26876,37827
VA,22124,1402951,104021,337050
VA,22134,15371,0,664
VA,22134,28341,98,1084
VA,22134,20247,181,997
VA,22134,14536,188,1046
VA,22134,19148,477,2438
VA,22134,0,0,0
VA,22150,59156,1256,959
VA,22150,116976,4036,5736
VA,22150,124566,5886,10488
VA,22150,122024,7060,12015
VA,22150,326930,21373,42683
VA,22150,192332,13339,38442
VA,22151,30289,754,567
VA,22151,62297,2520,3338
VA,22151,68449,4158,5514
VA,22151,79307,5493,7660
VA,22151,283368,21467,36183
VA,22151,149790,10582,29595
VA,22152,37765,1003,784
VA,22152,81887,3230,4723
VA,22152,115395,6698,9659
VA,22152,139641,8805,13960
